Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Storm water and wastewater (MP) to Soil (MP),38.5$\pm$27,114$\pm$74,415$\pm$310,19.1$\pm$13,2.92$\pm$2,131$\pm$96,213$\pm$140,934$\pm$360,153$\pm$79,0.022$\pm$0.013,4,6,6,4,2,6,6,6,6,4
Storm water and wastewater (MP) to Fresh water (MP),11.1$\pm$10,32.9$\pm$27,113$\pm$120,5.59$\pm$4.7,1.18$\pm$0.87,67.1$\pm$42,57.7$\pm$55,289$\pm$140,43.9$\pm$29,0.00677$\pm$0.0048,4,4,6,2,2,4,4,6,4,2
Storm water and wastewater (MP) to Coastal and ocean water (MP),5.62$\pm$7.1,16.1$\pm$21,65.8$\pm$84,2.72$\pm$3.6,0.115$\pm$0.16,21.3$\pm$27,32.2$\pm$40,144$\pm$100,21.7$\pm$22,0.00283$\pm$0.0036,2,4,4,2,1,4,4,6,4,2
Storm water and wastewater (MP) to Landfill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to End-of-life,202$\pm$90,567$\pm$230,2310$\pm$960,94.3$\pm$41,4.07$\pm$2.3,740$\pm$300,1160$\pm$420,5070$\pm$1100,769$\pm$250,0.0984$\pm$0.041,6,6,8,4,2,6,8,8,6,4
Storm water and wastewater (MP) to Sludge amended soil (MP),46.8$\pm$24,131$\pm$62,536$\pm$260,22$\pm$11,0.947$\pm$0.59,172$\pm$81,270$\pm$120,1180$\pm$300,178$\pm$67,0.0229$\pm$0.011,4,6,6,4,1,6,6,8,6,4
On-the-go consumption to Waste collection and recycling,15700$\pm$9500,29400$\pm$16000,58600$\pm$33000,8930$\pm$5100,0$\pm$0,6990$\pm$3800,158000$\pm$93000,277000$\pm$100000,45200$\pm$18000,8.93$\pm$5.1,10,10,10,8,0,8,10,10,10,8
On-the-go consumption to Litter,2770$\pm$2000,5130$\pm$3400,10200$\pm$7000,1540$\pm$1100,0$\pm$0,1220$\pm$820,27600$\pm$20000,48500$\pm$21000,7900$\pm$3900,1.54$\pm$1.1,8,8,10,8,0,8,10,10,8,8
Litter to Waste collection and recycling,9520$\pm$5100,14300$\pm$6600,15900$\pm$7900,2670$\pm$1500,5810$\pm$4200,11000$\pm$7800,28400$\pm$19000,87600$\pm$24000,23900$\pm$8400,8.48$\pm$4.4,8,10,10,8,8,10,10,10,10,8
Litter to Storm water and wastewater,69.5$\pm$60,79.7$\pm$67,102$\pm$88,21.5$\pm$18,5.22$\pm$5,8.09$\pm$8,200$\pm$200,486$\pm$230,149$\pm$90,0.0267$\pm$0.019,4,4,6,4,2,2,6,6,6,4
Litter to Soil,1010$\pm$620,2180$\pm$1600,2170$\pm$1400,257$\pm$180,1580$\pm$1500,3030$\pm$2800,3380$\pm$2900,13600$\pm$4800,3180$\pm$1700,1.84$\pm$1.5,8,8,8,6,8,8,8,10,8,8
Litter to Fresh water,6.7$\pm$5.7,7.78$\pm$6.3,10.1$\pm$8.2,2.12$\pm$1.7,0.495$\pm$0.46,0.861$\pm$0.77,19.7$\pm$19,47.7$\pm$22,14.5$\pm$8.4,0.00262$\pm$0.0018,2,2,4,2,1,1,4,4,4,2
Litter to Coastal and ocean water,0.771$\pm$0.6,0.967$\pm$0.72,1.39$\pm$1.1,0.272$\pm$0.2,0.0489$\pm$0.045,0.131$\pm$0.11,2.98$\pm$2.6,6.57$\pm$2.9,1.74$\pm$0.93,0.000321$\pm$0.00021,1,1,2,1,1,1,2,2,2,1
Dumping to Litter,456$\pm$170,514$\pm$200,867$\pm$290,266$\pm$91,38.6$\pm$17,189$\pm$74,663$\pm$250,2990$\pm$480,971$\pm$270,0.305$\pm$0.093,6,6,6,6,4,6,6,8,6,6
Unintended C&D waste to Waste collection and recycling,1250$\pm$960,42.5$\pm$33,0$\pm$0,0$\pm$0,6830$\pm$5300,3620$\pm$2500,0$\pm$0,11700$\pm$5900,1300$\pm$960,6.83$\pm$5.3,8,4,0,0,8,8,0,10,8,8
Unintended C&D waste to Soil,15$\pm$14,0.512$\pm$0.5,0$\pm$0,0$\pm$0,76.7$\pm$66,43.2$\pm$38,0$\pm$0,135$\pm$78,15.6$\pm$14,0.0767$\pm$0.066,4,1,0,0,4,4,0,6,4,4
Unintended C&D waste to Fresh water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,1.79$\pm$1.7,0$\pm$0,0$\pm$0,1.79$\pm$1.7,0$\pm$0,0.00179$\pm$0.0017,0,0,0,0,2,0,0,2,0,2
Unintended C&D waste to Coastal and ocean water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,2.63$\pm$2.5,0$\pm$0,0$\pm$0,2.63$\pm$2.5,0$\pm$0,0.00263$\pm$0.0025,0,0,0,0,2,0,0,2,0,2
Indoor air to Waste collection and recycling,10$\pm$7.9,27$\pm$20,114$\pm$85,19.3$\pm$15,4.2$\pm$3.3,144$\pm$92,398$\pm$340,716$\pm$400,37$\pm$22,0.0235$\pm$0.016,4,4,6,4,2,6,6,6,4,4
Indoor air to Storm water and wastewater (MP),1.79$\pm$1.5,4.79$\pm$3.9,20.2$\pm$16,3.42$\pm$2.9,0.747$\pm$0.64,25.5$\pm$18,70.6$\pm$66,127$\pm$75,6.58$\pm$4.2,0.00417$\pm$0.003,2,2,4,2,1,4,4,6,2,2
Indoor air to Air (MP),7.86$\pm$7.5,21.8$\pm$20,91.4$\pm$82,15.1$\pm$14,3.27$\pm$3.1,111$\pm$93,315$\pm$330,566$\pm$370,29.7$\pm$21,0.0183$\pm$0.014,2,4,4,4,2,6,6,6,4,4
Air to Soil (MP),25.7$\pm$14,69.1$\pm$36,328$\pm$160,22.6$\pm$14,44.2$\pm$20,265$\pm$120,542$\pm$420,1300$\pm$500,94.8$\pm$39,0.0667$\pm$0.024,4,4,6,4,4,6,6,8,4,4
Air to Fresh water (MP),0.671$\pm$0.57,1.8$\pm$1.5,8.55$\pm$6.6,0.591$\pm$0.55,1.16$\pm$0.89,7.01$\pm$5.4,14.1$\pm$15,33.9$\pm$18,2.47$\pm$1.6,0.00176$\pm$0.001,1,2,2,1,2,2,4,4,2,2
Air to Coastal and ocean water (MP),1.03$\pm$0.92,2.78$\pm$2.4,13.1$\pm$11,0.901$\pm$0.88,1.78$\pm$1.5,10.7$\pm$9,21.7$\pm$25,51.9$\pm$29,3.81$\pm$2.6,0.00268$\pm$0.0017,2,2,4,1,2,4,4,4,2,2
Organic waste collection to Compost,104$\pm$70,61.9$\pm$44,141$\pm$100,16.6$\pm$12,2.25$\pm$1.6,14.2$\pm$10,57.3$\pm$41,397$\pm$140,166$\pm$83,0.0189$\pm$0.012,6,4,6,4,2,4,4,6,6,4
Organic waste collection to Compost (MP),88$\pm$62,52.2$\pm$40,117$\pm$89,14.2$\pm$11,1.87$\pm$1.4,11.8$\pm$8.7,47.5$\pm$37,333$\pm$120,140$\pm$74,0.016$\pm$0.011,4,4,6,4,2,4,4,6,6,4
Organic waste collection to End-of-life,16200$\pm$5800,9630$\pm$4000,21700$\pm$9100,2600$\pm$1000,346$\pm$140,2190$\pm$860,8820$\pm$3900,61500$\pm$12000,25800$\pm$7000,3$\pm$1,10,8,10,8,6,8,8,10,10,8
Compost to Soil,105$\pm$70,113$\pm$74,196$\pm$120,16.9$\pm$12,2.32$\pm$1.6,14.3$\pm$10,111$\pm$76,558$\pm$180,218$\pm$100,0.0192$\pm$0.012,6,6,6,4,2,4,6,6,6,4
